path	status	mode_diff	edgeric_mode	sionna_mode
openair3/NAS/UE/EMM/SAP/emm_sap.h	identical	True	100755	100644
openair3/NAS/UE/EMM/SAP/emm_send.c	identical	True	100755	100644
openair3/NAS/UE/EMM/SAP/emm_send.h	identical	True	100755	100644
openair3/NAS/UE/EMM/SecurityModeControl.c	identical	True	100755	100644
openair3/NAS/UE/EMM/SecurityModeControl.h	identical	True	100755	100644
openair3/NAS/UE/EMM/ServiceRequestHdl.c	identical	True	100755	100644
openair3/NAS/UE/EMM/TrackingAreaUpdate.c	identical	True	100755	100644
openair3/NAS/UE/EMM/emmData.h	content-different	True	100755	100644
openair3/NAS/UE/EMM/emm_fsm_defs.h	identical	True	100755	100644
openair3/NAS/UE/EMM/emm_main.c	content-different	True	100755	100644
openair3/NAS/UE/EMM/emm_main.h	identical	True	100755	100644
openair3/NAS/UE/EMM/emm_proc.h	identical	True	100755	100644
